nflId,displayName,officialPosition,birthDate,height,weight,collegeName,Year,HandSize,ArmLength,40Yard,BenchPress,VertLeap,BroadJump,Shuttle,3Cone,60YdShuttle,playtotal,PRplaytotal,PBplaytotal,hittotal,hurrytotal,sacktotal,beatentotal,hitallowedtotal,hurryallowedtotal,sackallowedtotal,hitrate,hurryrate,sackrate,beatenrate,hitallowedrate,hurryallowedrate,sackallowedrate
42810,B.J. Finney,C,"October 26, 1991",76,318,Kansas State,2015,10,32,5.25,20,24,99,4.76,NA,NA,16,0,16,NA,NA,NA,1,1,0,0,NA,NA,NA,0.0625,0.0625,0,0
42816,Troy Hill,CB,"August 29, 1991",71,184,Oregon,2015,8.75,29.5,4.55,8,32.5,120,4.21,6.81,11.77,211,12,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
42818,Jake Kumerow,WR,"February 17, 1992",76,209,Wisconsin-Whitewater,2015,9.5,31.875,4.54,15,31,113,4.26,6.9,NA,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42826,DeShawn Williams,DT,"December 29, 1992",73,292,Clemson,2015,9.25,32.25,5.07,28,30,105,4.66,7.7,NA,87,87,0,0,8,0,NA,NA,NA,NA,0,0.09195402298850575,0,NA,NA,NA,NA
42827,Justin Coleman,CB,"March 27, 1993",71,190,Tennessee,2015,9.38,31.25,4.53,20,37.5,124,3.98,6.61,11.21,112,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42830,Anthony Harris,FS,"October 9, 1991",73,202,Virginia,2015,9.25,32,4.57,NA,NA,NA,NA,NA,NA,186,1,0,0,1,0,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA
42831,Taylor Heinicke,QB,"March 15, 1993",73,210,Old Dominion,2015,9.25,29,4.76,NA,35,123,4.21,6.96,NA,290,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42837,Malcolm Brown,RB,"May 15, 1993",71,222,Texas,2015,10.25,32.75,4.62,19,34.5,117,4.15,6.86,11.32,81,0,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42869,James Vaughters,OLB,"June 27, 1993",73,254,Stanford,2015,9.25,32.125,4.73,35,32.5,112,4.47,7.09,NA,12,9,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
42883,David Andrews,C,"July 10, 1992",75,300,Georgia,2015,10,32.125,5.12,27,30,108,4.78,8.12,NA,286,0,286,NA,NA,NA,9,3,7,0,NA,NA,NA,0.03146853146853147,0.01048951048951049,0.024475524475524476,0
42887,Brandon King,OLB,"June 8, 1993",74,220,Auburn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42899,Damiere Byrd,WR,"January 27, 1993",69,180,South Carolina,2015,8,29.875,4.39,13,42,131,4.09,6.59,NA,97,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42901,Dean Marlowe,SS,"July 25, 1992",73,208,James Madison,2015,8.75,31,4.58,16,33.5,114,4.18,7,11.53,83,4,0,1,1,0,NA,NA,NA,NA,0.25,0.25,0,NA,NA,NA,NA
42924,Jesse Davis,T,"September 15, 1991",78,325,Idaho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,0,292,NA,NA,NA,21,8,26,3,NA,NA,NA,0.07191780821917808,0.0273972602739726,0.08904109589041095,0.010273972602739725
42929,Alex Singleton,OLB,"December 7, 1993",74,242,Montana State,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,5,0,0,2,0,NA,NA,NA,NA,0,0.4,0,NA,NA,NA,NA
42935,Bryce Callahan,CB,"October 23, 1991",69,188,Rice,2015,9.25,30.625,4.49,15,43,132,4.27,7,NA,190,5,0,0,1,1,NA,NA,NA,NA,0,0.2,0.2,NA,NA,NA,NA
42952,Kendall Lamm,T,"June 5, 1992",77,310,Appalachian State,2015,10.25,32.625,5.22,25,26,109,4.61,7.39,NA,29,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42954,Greg Mancz,C,"April 23, 1992",76,310,Toledo,2015,10,32.75,5.08,NA,NA,NA,NA,NA,NA,116,0,116,NA,NA,NA,4,0,2,1,NA,NA,NA,0.034482758620689655,0,0.017241379310344827,0.008620689655172414
43010,Adam Humphries,WR,"June 24, 1993",71,195,Clemson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43045,Quinton Spain,G,"August 7, 1991",76,330,West Virginia,2015,9.75,35,5.36,28,29,103,4.75,7.88,NA,258,0,258,NA,NA,NA,12,0,6,1,NA,NA,NA,0.046511627906976744,0,0.023255813953488372,0.003875968992248062
43062,Nick Dzubnar,ILB,"August 15, 1991",73,240,Cal Poly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
43079,Daniel Brown,TE,"May 26, 1992",77,247,James Madison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43090,Tyrell Williams,WR,"February 12, 1992",76,205,Western Oregon,2015,9.88,33.5,4.43,NA,39.5,127,4.17,6.74,NA,24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43206,Ross Travis,TE,"January 9, 1993",78,248,Penn State,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43290,Jared Goff,QB,"October 14, 1994",76,223,California,2016,9,32.75,4.82,NA,27,110,4.47,7.17,NA,326,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43291,Carson Wentz,QB,"December 30, 1992",77,237,North Dakota State,2016,10,33.25,4.77,NA,30.5,118,4.15,6.86,NA,254,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43292,Joey Bosa,OLB,"July 11, 1995",77,280,Ohio State,2016,10.25,33.38,4.86,24,32,120,4.21,6.89,NA,194,179,0,5,21,4,NA,NA,NA,NA,0.027932960893854747,0.11731843575418995,0.0223463687150838,NA,NA,NA,NA
43293,Ezekiel Elliott,RB,"July 22, 1995",73,228,Ohio State,2016,10.25,31.25,4.47,NA,32.5,118,NA,NA,NA,194,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43294,Jalen Ramsey,CB,"October 24, 1994",73,208,Florida State,2016,9.5,33.38,4.41,14,41.5,135,4.18,6.94,11.1,289,10,0,1,2,0,NA,NA,NA,NA,0.1,0.2,0,NA,NA,NA,NA
43295,Ronnie Stanley,T,"March 18, 1994",78,315,Notre Dame,2016,10.63,35.63,5.2,24,28.5,NA,4.9,8.03,NA,36,0,36,NA,NA,NA,4,1,8,0,NA,NA,NA,0.1111111111111111,0.027777777777777776,0.2222222222222222,0
43296,DeForest Buckner,DT,"March 17, 1994",79,300,Oregon,2016,11.75,34.38,5.05,21,32,116,4.47,7.51,NA,223,218,0,4,18,4,NA,NA,NA,NA,0.01834862385321101,0.08256880733944955,0.01834862385321101,NA,NA,NA,NA
43297,Jack Conklin,T,"August 17, 1994",78,308,Michigan State,2016,10.38,35,5,25,30,103,4.57,7.63,NA,153,0,153,NA,NA,NA,9,0,6,2,NA,NA,NA,0.058823529411764705,0,0.0392156862745098,0.013071895424836602
43298,Leonard Floyd,OLB,"September 8, 1992",77,240,Georgia,2016,10.13,33.13,4.6,NA,39.5,127,4.32,7.18,NA,246,200,0,2,25,8,NA,NA,NA,NA,0.01,0.125,0.04,NA,NA,NA,NA
43299,Eli Apple,CB,"August 9, 1995",73,203,Ohio State,2016,9.38,31.38,4.4,13,NA,NA,4.08,7,NA,305,1,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
43300,Vernon Hargreaves,CB,"June 3, 1995",70,204,Florida,2016,8.75,30.63,4.5,15,39,130,3.98,NA,NA,151,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43301,Sheldon Rankins,DT,"April 2, 1994",74,305,Louisville,2016,9.38,33.38,5.03,28,34.5,118,4.59,7.44,NA,156,155,0,3,7,2,NA,NA,NA,NA,0.01935483870967742,0.04516129032258064,0.012903225806451613,NA,NA,NA,NA
43302,Laremy Tunsil,T,"August 2, 1994",77,313,Mississippi,2016,10,34.25,NA,34,28.5,111,NA,NA,NA,122,0,122,NA,NA,NA,5,2,5,0,NA,NA,NA,0.040983606557377046,0.01639344262295082,0.040983606557377046,0
43303,Karl Joseph,SS,"September 8, 1993",70,200,West Virginia,2016,9.75,32.13,NA,19,NA,NA,NA,NA,NA,1,1,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
43306,Keanu Neal,MLB,"July 26, 1995",73,216,Florida,2016,10.63,32.75,4.62,17,38,132,4.38,7.09,11.58,114,9,0,0,1,0,NA,NA,NA,NA,0,0.1111111111111111,0,NA,NA,NA,NA
43307,Ryan Kelly,C,"May 30, 1993",76,309,Alabama,2016,9.63,33.63,5.03,26,30,103,4.59,7.58,NA,258,0,258,NA,NA,NA,5,3,9,2,NA,NA,NA,0.01937984496124031,0.011627906976744186,0.03488372093023256,0.007751937984496124
43308,Shaq Lawson,DE,"June 17, 1994",75,267,Clemson,2016,10,32.75,4.7,NA,33,120,4.21,7.16,NA,129,126,0,1,7,0,NA,NA,NA,NA,0.007936507936507936,0.05555555555555555,0,NA,NA,NA,NA
43310,Will Fuller,WR,"April 16, 1994",73,184,Notre Dame,2016,8.25,30.75,4.32,10,33.5,126,4.27,6.93,11.44,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43312,Laquon Treadwell,WR,"June 14, 1995",74,215,Mississippi,2016,9.5,33.38,4.64,12,33,117,4.3,7.04,NA,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43313,William Jackson,CB,"October 27, 1992",73,196,Houston,2016,9.25,31.75,4.37,10,NA,116,4.32,6.86,NA,243,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43316,Kenny Clark,NT,"October 4, 1995",75,314,UCLA,2016,10.5,32.13,5.06,29,28.5,102,4.62,NA,NA,238,238,0,5,28,2,NA,NA,NA,NA,0.02100840336134454,0.11764705882352941,0.008403361344537815,NA,NA,NA,NA
43318,Robert Nkemdiche,DT,"September 19, 1994",76,296,Mississippi,2016,10.75,33.88,4.87,28,35,116,NA,NA,NA,64,64,0,0,3,0,NA,NA,NA,NA,0,0.046875,0,NA,NA,NA,NA
43319,Vernon Butler,DT,"June 14, 1994",76,330,Louisiana Tech,2016,10.75,35.13,5.33,26,29.5,104,4.76,7.82,NA,61,61,0,1,2,0,NA,NA,NA,NA,0.01639344262295082,0.03278688524590164,0,NA,NA,NA,NA
43320,Germain Ifedi,T,"June 2, 1994",77,325,Texas A&amp;M,2016,10.75,36,5.27,24,32.5,109,4.75,NA,NA,129,0,129,NA,NA,NA,8,0,3,2,NA,NA,NA,0.06201550387596899,0,0.023255813953488372,0.015503875968992248
43321,Emmanuel Ogbah,DE,"November 6, 1993",76,275,Oklahoma State,2016,10,35.5,4.63,20,35.5,121,4.5,7.26,NA,231,227,0,10,16,3,NA,NA,NA,NA,0.04405286343612335,0.07048458149779736,0.013215859030837005,NA,NA,NA,NA
43323,Jaylon Smith,MLB,"June 14, 1995",74,245,Notre Dame,2016,9.5,33,NA,NA,NA,NA,NA,NA,NA,104,12,0,0,4,0,NA,NA,NA,NA,0,0.3333333333333333,0,NA,NA,NA,NA
43324,Hunter Henry,TE,"December 7, 1994",77,250,Arkansas,2016,9.25,32.75,4.68,13,31.5,113,4.41,7.16,NA,227,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43325,Myles Jack,MLB,"September 3, 1995",73,244,UCLA,2016,10.25,33.63,NA,19,40,124,NA,NA,NA,170,25,0,0,5,0,NA,NA,NA,NA,0,0.2,0,NA,NA,NA,NA
43326,Chris Jones (DT),DT,"July 3, 1994",78,308,Mississippi State,2016,9,32.75,5.03,26,24.5,106,4.62,7.44,NA,152,151,0,3,18,3,NA,NA,NA,NA,0.019867549668874173,0.11920529801324503,0.019867549668874173,NA,NA,NA,NA
43327,Xavien Howard,CB,"July 4, 1993",73,200,Baylor,2016,9.13,31.25,4.58,11,33,122,4.15,7.18,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43329,Sterling Shepard,WR,"February 10, 1993",70,201,Oklahoma,2016,9.75,30.38,4.48,20,41,123,4.35,7,NA,145,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43330,Reggie Ragland,ILB,"September 23, 1993",74,252,Alabama,2016,9.88,32,4.72,NA,31.5,116,4.28,NA,NA,117,14,0,0,1,0,NA,NA,NA,NA,0,0.07142857142857142,0,NA,NA,NA,NA
43332,Austin Johnson,NT,"May 8, 1994",76,314,Penn State,2016,9.88,32.75,5.32,25,26,96,4.75,7.84,NA,130,130,0,2,9,2,NA,NA,NA,NA,0.015384615384615385,0.06923076923076923,0.015384615384615385,NA,NA,NA,NA
43333,Jihad Ward,OLB,"May 11, 1994",77,287,Illinois,2016,9.38,33.88,5.11,20,25,111,4.63,7.38,NA,105,99,0,5,7,0,NA,NA,NA,NA,0.050505050505050504,0.0707070707070707,0,NA,NA,NA,NA
43334,Derrick Henry,RB,"January 4, 1994",75,247,Alabama,2016,8.75,33,4.54,22,37,130,4.38,7.2,11.5,145,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43335,A'Shawn Robinson,DT,"March 21, 1995",76,330,Alabama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,65,0,0,4,0,NA,NA,NA,NA,0,0.06153846153846154,0,NA,NA,NA,NA
43337,Jason Spriggs,T,"May 17, 1994",78,301,Indiana,2016,10.13,34.13,4.94,31,31.5,115,4.44,7.7,NA,41,0,41,NA,NA,NA,1,1,3,0,NA,NA,NA,0.024390243902439025,0.024390243902439025,0.07317073170731707,0
43338,Jarran Reed,DT,"December 16, 1992",75,306,Alabama,2016,10.5,33.38,5.21,NA,31,104,4.75,7.77,NA,173,170,0,6,9,0,NA,NA,NA,NA,0.03529411764705882,0.052941176470588235,0,NA,NA,NA,NA
43341,Deion Jones,ILB,"November 4, 1994",73,227,Louisiana State,2016,9.25,32.38,4.59,16,33,120,4.26,7.13,NA,228,30,0,0,6,2,NA,NA,NA,NA,0,0.2,0.06666666666666667,NA,NA,NA,NA
43343,Mackensie Alexander,CB,"November 12, 1993",70,192,Clemson,2016,9.13,31.38,4.49,11,37.5,121,4.21,7.18,NA,200,7,0,0,2,0,NA,NA,NA,NA,0,0.2857142857142857,0,NA,NA,NA,NA
43344,Tyler Boyd,WR,"November 15, 1994",74,203,Pittsburgh,2016,9.75,32,4.58,11,34,119,4.35,6.9,NA,233,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43345,Cody Whitehair,G,"July 11, 1992",75,309,Kansas State,2016,10.13,32.38,5.02,16,25.5,110,4.58,7.32,NA,248,0,248,NA,NA,NA,7,0,8,3,NA,NA,NA,0.028225806451612902,0,0.03225806451612903,0.012096774193548387
43346,T.J. Green,CB,"March 15, 1995",75,215,Clemson,2016,9.63,32,4.34,13,35.5,129,4.41,7.1,NA,67,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43347,Sean Davis,FS,"October 23, 1993",73,202,Maryland,2016,9.5,31.38,4.46,21,37.5,126,3.97,6.64,11.53,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43350,Vonn Bell,SS,"December 12, 1994",71,205,Ohio State,2016,9.5,32.38,4.53,16,30.5,NA,NA,NA,NA,311,14,0,0,5,0,NA,NA,NA,NA,0,0.35714285714285715,0,NA,NA,NA,NA
43351,James Bradberry,CB,"August 4, 1993",73,212,Samford,2016,9.13,33.38,4.5,16,36,124,4.21,6.91,11.49,287,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43352,Adam Gotsis,DE,"September 23, 1992",76,287,Georgia Tech,2016,10.75,34.13,NA,23,NA,NA,NA,NA,NA,90,90,0,1,4,2,NA,NA,NA,NA,0.011111111111111112,0.044444444444444446,0.022222222222222223,NA,NA,NA,NA
43353,Kevin Byard,FS,"August 17, 1993",71,212,Middle Tennessee,2016,9.5,33.375,4.46,22,38,108,4.15,6.73,NA,299,6,0,1,0,0,NA,NA,NA,NA,0.16666666666666666,0,0,NA,NA,NA,NA
43354,Carl Nassib,DE,"April 12, 1993",79,275,Penn State,2016,10.38,34.5,4.84,21,28.5,114,4.37,7.27,NA,75,75,0,0,7,2,NA,NA,NA,NA,0,0.09333333333333334,0.02666666666666667,NA,NA,NA,NA
43356,Maliek Collins,DT,"April 8, 1995",74,308,Nebraska,2016,9.5,33.13,5.03,25,29.5,109,4.52,7.53,NA,141,140,0,3,12,2,NA,NA,NA,NA,0.02142857142857143,0.08571428571428572,0.014285714285714285,NA,NA,NA,NA
43358,Yannick Ngakoue,DE,"March 31, 1995",74,246,Maryland,2016,9.5,32.5,4.75,26,34.5,118,4.5,7.35,NA,198,198,0,6,20,4,NA,NA,NA,NA,0.030303030303030304,0.10101010101010101,0.020202020202020204,NA,NA,NA,NA
43361,Jonathan Bullard,DE,"October 22, 1993",75,296,Florida,2016,10,33.63,4.93,23,32,116,4.56,7.31,NA,71,68,0,1,2,0,NA,NA,NA,NA,0.014705882352941176,0.029411764705882353,0,NA,NA,NA,NA
43362,Kenyan Drake,RB,"January 26, 1994",73,211,Alabama,2016,9.75,31.75,4.45,10,34.5,123,4.21,7.04,NA,132,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43366,Daryl Worley,CB,"February 22, 1995",73,215,West Virginia,2016,10.25,33.38,4.64,14,35.5,123,4.15,6.98,10.87,17,2,0,0,2,0,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA
43367,Joe Thuney,G,"November 18, 1992",77,308,North Carolina State,2016,9.63,32.25,4.95,28,28.5,110,4.54,7.47,NA,339,0,339,NA,NA,NA,6,0,10,0,NA,NA,NA,0.017699115044247787,0,0.029498525073746312,0
43368,Isaac Seumalo,G,"October 29, 1993",76,303,Oregon State,2016,9.88,33,5.19,19,26,105,4.52,7.4,NA,81,0,81,NA,NA,NA,2,0,2,0,NA,NA,NA,0.024691358024691357,0,0.024691358024691357,0
43370,Austin Hooper,TE,"October 29, 1994",76,254,Stanford,2016,10.63,33.75,4.72,19,33,117,4.32,7,11.93,158,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43372,Jordan Jenkins,DE,"July 1, 1994",75,259,Georgia,2016,11.25,34.25,4.8,16,36.5,121,4.32,7.39,NA,66,66,0,1,6,0,NA,NA,NA,NA,0.015151515151515152,0.09090909090909091,0,NA,NA,NA,NA
43373,Kendall Fuller,CB,"February 13, 1995",71,198,Virginia Tech,2016,10,31.5,NA,15,NA,NA,NA,NA,NA,304,7,0,0,1,1,NA,NA,NA,NA,0,0.14285714285714285,0.14285714285714285,NA,NA,NA,NA
43376,Nick Vigil,OLB,"August 20, 1993",74,235,Utah State,2016,10.25,32.38,4.72,15,31.5,115,4,6.73,NA,153,11,0,0,1,1,NA,NA,NA,NA,0,0.09090909090909091,0.09090909090909091,NA,NA,NA,NA
43377,Kyler Fackrell,OLB,"November 25, 1991",77,245,Utah State,2016,10.13,33.25,4.72,15,34.5,121,4.36,7.34,NA,90,78,0,0,2,2,NA,NA,NA,NA,0,0.02564102564102564,0.02564102564102564,NA,NA,NA,NA
43378,Javon Hargrave,DT,"February 7, 1993",74,305,South Carolina State,2016,9.63,32,4.93,29,34.5,109,4.7,7.9,NA,172,172,0,6,15,5,NA,NA,NA,NA,0.03488372093023256,0.0872093023255814,0.029069767441860465,NA,NA,NA,NA
43380,Jacoby Brissett,QB,"December 11, 1992",76,235,North Carolina State,2016,9.75,32.25,4.94,NA,31,113,4.53,7.17,NA,167,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43384,Graham Glasgow,G,"August 19, 1992",78,310,Michigan,2016,10.75,33.63,5.13,23,25,106,4.63,7.63,NA,206,0,206,NA,NA,NA,5,2,9,2,NA,NA,NA,0.024271844660194174,0.009708737864077669,0.043689320388349516,0.009708737864077669
43387,Justin Simmons,FS,"November 19, 1993",74,202,Boston College,2016,9.63,32.63,4.61,16,40,126,3.85,6.58,10.84,262,4,0,0,1,0,NA,NA,NA,NA,0,0.25,0,NA,NA,NA,NA
43388,Joe Schobert,ILB,"November 6, 1993",73,245,Wisconsin,2016,9.75,31.5,4.76,22,33.5,111,4.3,7.11,11.59,197,21,0,0,1,0,NA,NA,NA,NA,0,0.047619047619047616,0,NA,NA,NA,NA
43392,Sheldon Day,DT,"July 1, 1994",73,294,Notre Dame,2016,9.63,32.63,5.07,21,30,102,4.5,7.44,NA,5,5,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
43393,Tavon Young,CB,"March 14, 1994",69,185,Temple,2016,9.13,30.63,4.46,9,34.5,118,3.93,6.8,11.26,147,12,0,1,2,2,NA,NA,NA,NA,0.08333333333333333,0.16666666666666666,0.16666666666666666,NA,NA,NA,NA
43395,Eric Murray,FS,"January 7, 1994",71,199,Minnesota,2016,9,31.75,4.49,15,39.5,124,4.05,7.08,11.19,105,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43396,Chris Moore,WR,"June 16, 1993",73,200,Cincinnati,2016,9.38,33.38,4.53,10,37,130,4.2,6.76,11.37,58,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43397,Ryan Smith,CB,"September 7, 1993",71,190,North Carolina Central,2016,8.88,30.5,4.47,18,36,122,4.09,6.88,11.18,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43399,Tyler Higbee,TE,"January 1, 1993",78,257,Western Kentucky,2016,10.25,33.25,NA,NA,NA,NA,NA,NA,NA,223,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43400,Miles Killebrew,FS,"May 10, 1993",74,222,Southern Utah,2016,9.5,32.13,4.65,22,38,127,4.18,6.93,11.02,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43402,Nick Kwiatkoski,ILB,"May 26, 1993",74,242,West Virginia,2016,9.5,31.75,4.73,19,32,120,4.22,7.16,NA,44,1,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
43404,De'Vondre Campbell,ILB,"July 1, 1993",76,232,Minnesota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,21,0,1,2,1,NA,NA,NA,NA,0.047619047619047616,0.09523809523809523,0.047619047619047616,NA,NA,NA,NA
43405,Hassan Ridgeway,DT,"November 2, 1994",75,305,Texas,2016,9.38,33,5.02,24,32,113,4.82,8.28,NA,82,82,0,2,2,2,NA,NA,NA,NA,0.024390243902439025,0.024390243902439025,0.024390243902439025,NA,NA,NA,NA
43407,Juston Burris,SS,"August 4, 1993",73,212,North Carolina State,2016,8.88,31.5,4.53,19,36.5,122,4.4,7.1,11.65,85,5,0,0,1,0,NA,NA,NA,NA,0,0.2,0,NA,NA,NA,NA
43409,David Onyemata,DT,"November 13, 1992",76,300,"Manitoba, Can.",2016,10.38,33.25,5.07,33,33,119,4.69,7.25,NA,14,14,0,0,1,0,NA,NA,NA,NA,0,0.07142857142857142,0,NA,NA,NA,NA
43411,Andrew Billings,DT,"March 6, 1995",73,328,Baylor,2016,10,33,5.05,31,27.5,113,4.82,8.05,NA,32,32,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
43413,Deon Bush,SS,"August 14, 1993",73,200,Miami,2016,9.25,30.88,4.64,17,36,123,NA,6.91,NA,86,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43415,Demarcus Robinson,WR,"September 21, 1994",73,203,Florida,2016,9.5,33,4.59,9,34.5,123,4.19,6.77,NA,236,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43420,Blake Martinez,ILB,"January 9, 1994",74,237,Stanford,2016,10.88,31.63,4.71,22,28.5,113,4.2,6.98,NA,82,7,0,1,1,0,NA,NA,NA,NA,0.14285714285714285,0.14285714285714285,0,NA,NA,NA,NA
43422,Rashard Robinson,CB,"July 23, 1995",73,177,Louisiana State,2016,9,32.25,4.49,5,35.5,121,4.5,7.29,NA,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43424,Dak Prescott,QB,"July 29, 1993",74,238,Mississippi State,2016,10.88,32.25,4.79,NA,32.5,116,4.32,7.11,NA,215,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43425,Devontae Booker,RB,"May 27, 1992",71,219,Utah,2016,8.63,31.63,NA,22,NA,NA,NA,NA,NA,146,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43426,Dean Lowry,DE,"June 9, 1994",78,296,Northwestern,2016,9.38,31,4.87,30,32.5,114,4.38,7.26,NA,149,149,0,0,12,3,NA,NA,NA,NA,0,0.08053691275167785,0.020134228187919462,NA,NA,NA,NA
43429,Tajae Sharpe,WR,"December 23, 1994",74,194,Massachusetts,2016,8.38,32.25,4.55,11,33.5,114,NA,NA,NA,106,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43433,Connor McGovern,C,"April 27, 1993",76,306,Missouri,2016,10.38,32.88,5.11,33,33,109,4.65,7.5,NA,271,0,271,NA,NA,NA,10,0,9,1,NA,NA,NA,0.03690036900369004,0,0.033210332103321034,0.0036900369003690036
43435,Matt Judon,OLB,"August 15, 1992",75,261,Grand Valley State,2016,9.5,33.88,4.73,30,35,109,4.52,7.67,NA,240,189,0,7,27,9,NA,NA,NA,NA,0.037037037037037035,0.14285714285714285,0.047619047619047616,NA,NA,NA,NA
43436,Quinton Jefferson,DT,"March 31, 1993",76,291,Maryland,2016,8.88,33.38,4.95,24,29,NA,4.37,7.95,NA,163,161,0,6,8,3,NA,NA,NA,NA,0.037267080745341616,0.049689440993788817,0.018633540372670808,NA,NA,NA,NA
43439,Jordan Howard,RB,"November 2, 1994",73,224,Indiana,2016,9,32.25,4.59,16,34,122,4.34,7.14,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43441,Matt Ioannidis,DT,"January 11, 1994",75,310,Temple,2016,10.13,32.375,5.03,32,28,108,4.68,7.78,NA,147,147,0,3,12,1,NA,NA,NA,NA,0.02040816326530612,0.08163265306122448,0.006802721088435374,NA,NA,NA,NA
43444,Joe Haeg,T,"March 11, 1993",78,298,North Dakota State,2016,9.63,33.75,5.16,NA,27.5,111,4.47,7.47,NA,73,0,73,NA,NA,NA,4,0,0,1,NA,NA,NA,0.0547945205479452,0,0,0.0136986301369863
